Page ID,Page Name,Disclaimer,Amount Spent (SEK),Number of Ads in Library
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100,3
1553285791590746,Bites.,These ads ran without a disclaimer,≤100,1
100886268266395,SimulaM,These ads ran without a disclaimer,≤100,1
111359833971388,Ocean Energy Inc,These ads ran without a disclaimer,≤100,1
232174352184,Parasite Inc.,These ads ran without a disclaimer,≤100,1
687860694745364,CreativeTees,These ads ran without a disclaimer,≤100,1
107218350677780,Sverige för evigt,These ads ran without a disclaimer,≤100,1
111257452230362,𝙔𝙪𝙨𝙪𝙛 𝘾𝙝𝙖𝙢𝙗𝙚𝙧𝙨,These ads ran without a disclaimer,≤100,147
317606285243994,IVRose,These ads ran without a disclaimer,≤100,1
160907715752586,naomi_angela_paola,These ads ran without a disclaimer,≤100,1
276842906293024,Zero Waste Cartel,These ads ran without a disclaimer,≤100,3
102290364927275,Andrea David,These ads ran without a disclaimer,≤100,1
115121643191621,Poplus.store02,These ads ran without a disclaimer,≤100,2
641387049242871,Root Sunglasses & Watches,These ads ran without a disclaimer,≤100,1
489469397844091,H.Coco Hair & MUArtiste,These ads ran without a disclaimer,≤100,1
106504984459013,Weyerhauser Company,These ads ran without a disclaimer,≤100,1
1098001547034272,A Solution to Plastic Pollution - First International Online Summit,These ads ran without a disclaimer,≤100,3
354337222269305,Everless Life,These ads ran without a disclaimer,≤100,3
102371144884962,TVBee World,These ads ran without a disclaimer,≤100,5
242321353300511,Fighting Heroes,These ads ran without a disclaimer,≤100,11
541296136313433,Co-Inform,These ads ran without a disclaimer,≤100,1
2296590907066859,Przekrój Magazine,These ads ran without a disclaimer,≤100,2
335839580440114,Ask Europe,These ads ran without a disclaimer,≤100,4
1705528739577611,Liftual,These ads ran without a disclaimer,≤100,2
528925267284848,یەکیەتی لاوانی دێموكراتى رۆژهەڵاتی کوردستان,These ads ran without a disclaimer,≤100,12
167686553313962,Vita Pictura,These ads ran without a disclaimer,≤100,1
327067437732362,Diamantes de Juliette,These ads ran without a disclaimer,≤100,3
110630077348843,Suesschen.com,These ads ran without a disclaimer,≤100,1
1053727428152710,Grožis ir Moteriškumas su Šokoladu sielai,These ads ran without a disclaimer,≤100,1
1068121123268077,Museum Barberini,These ads ran without a disclaimer,≤100,1
112078117033545,Suffer the Little Children Podcast,These ads ran without a disclaimer,≤100,1
610852822271706,Alberto Weretilneck,These ads ran without a disclaimer,≤100,1
265450713571317,Perp Games,These ads ran without a disclaimer,≤100,1
414393312287061,Chidi Oti-Obihara,These ads ran without a disclaimer,≤100,2
1114581061986356,Haldoor Rashiid Sulub,These ads ran without a disclaimer,≤100,2
466722186704307,Gladeholm,These ads ran without a disclaimer,≤100,1
350361892355034,The Sips Co.,These ads ran without a disclaimer,≤100,2
298275634219205,Build A Greater Lifestyle,These ads ran without a disclaimer,≤100,79
808838255967612,Mentally Mutated Man,These ads ran without a disclaimer,≤100,1
115378023206010,Kids with 47 Years,These ads ran without a disclaimer,≤100,1
100469608596186,Octavian Morariu,These ads ran without a disclaimer,≤100,2
427001204817841,Noelle O'Foster,These ads ran without a disclaimer,≤100,1
1426932760874686,Thai Examiner,These ads ran without a disclaimer,≤100,9
100678315117022,Couture Clothing,These ads ran without a disclaimer,≤100,1
137726233047389,Rajiv Malhotra,These ads ran without a disclaimer,≤100,1
191760200864707,Comunidad Inti Wara Yassi,These ads ran without a disclaimer,≤100,1
127035587851700,Bringyourholidaysoutof the closet,These ads ran without a disclaimer,≤100,2
2166872243374196,Mitra Valar,These ads ran without a disclaimer,≤100,3
1023130284375539,Dardan Molliqaj,These ads ran without a disclaimer,≤100,1
264608917083672,Flash - Daily Fashion Deals & Discounts from LightInTheBox.com,These ads ran without a disclaimer,≤100,1
519387285088796,Holycitydee,These ads ran without a disclaimer,≤100,1
595228627575687,Honest Detailing Reviews,These ads ran without a disclaimer,≤100,1
293928077320965,KL Kawasaki,These ads ran without a disclaimer,≤100,1
103177941380916,karan_singh_nirwan,These ads ran without a disclaimer,≤100,1
323386751573687,J.K. Franko,These ads ran without a disclaimer,≤100,1
101661388283080,Union Planters Corp,These ads ran without a disclaimer,≤100,1
40677416439,IE University,These ads ran without a disclaimer,≤100,1
109927410418088,Peppermint IN,These ads ran without a disclaimer,≤100,1
293935854572585,Another Level Store,These ads ran without a disclaimer,≤100,10
503951883021764,ShareTheMeal,These ads ran without a disclaimer,≤100,2
108773607613725,Gift Included,These ads ran without a disclaimer,≤100,3
102086087899708,Fluffnest,These ads ran without a disclaimer,≤100,2
1296913527008826,All Black National Convention- ABNC,These ads ran without a disclaimer,≤100,1
593374494481641,Tropic Hotspot,These ads ran without a disclaimer,≤100,1
754087868320253,Vakiano - Artisans from Latin America,These ads ran without a disclaimer,≤100,1
317946993679,International Press Institute,These ads ran without a disclaimer,≤100,2
439155313512872,Qualified Judges for Delaware County,Qualified Judges for Delaware County,≤100,2
430089884101936,Þingflokkur Pírata,These ads ran without a disclaimer,≤100,1
180520171996876,IslamInSpanish,These ads ran without a disclaimer,≤100,3
1057565511080118,Raise Suicide Awareness,These ads ran without a disclaimer,≤100,6
1420129598280317,The Good Lobby,These ads ran without a disclaimer,≤100,7
333931180122643,Church of Love,These ads ran without a disclaimer,≤100,1
265996623469940,Shurén projects . 樹人,These ads ran without a disclaimer,≤100,1
100175708304469,Rosemary story,These ads ran without a disclaimer,≤100,1
152733761555910,المحامي طارق شندب,These ads ran without a disclaimer,≤100,1
448281071877305,Geoengineering Watch,These ads ran without a disclaimer,≤100,4
445342102679147,Black Sea Today,These ads ran without a disclaimer,≤100,2
515246805184076,The Rebels,These ads ran without a disclaimer,≤100,1
149873191798832,Lön hela dagen,These ads ran without a disclaimer,≤100,1
1862014810517329,Beethoven Pastoral Project,These ads ran without a disclaimer,≤100,1
574826019388250,Edinélto Linhary,These ads ran without a disclaimer,≤100,7
1368130286591310,Jenk Oz,These ads ran without a disclaimer,≤100,1
311165662295245,Jessica Hammond,These ads ran without a disclaimer,≤100,3
100295128308891,Theperfectpuff,These ads ran without a disclaimer,≤100,2
355390924549870,Norbert Galor Hofer,These ads ran without a disclaimer,≤100,5
212732770186,Tom MacDonald,These ads ran without a disclaimer,≤100,2
572719819512238,Red Bull Bike,These ads ran without a disclaimer,≤100,2
112801670191767,El Reformacional,These ads ran without a disclaimer,≤100,1
102993809826639,Matthew VanDyke,These ads ran without a disclaimer,≤100,1
858843291164567,Hedmark Laboratories & Diagnostics,These ads ran without a disclaimer,≤100,1
111023060590156,kianoush,These ads ran without a disclaimer,≤100,2
127925800618165,Socialists and Democrats Group in the European Parliament,Socialists and Democrats Group in the European Parliament,≤100,12
377572288919648,RePack,These ads ran without a disclaimer,≤100,1
294538584623887,TaurusTee,These ads ran without a disclaimer,≤100,2
102447701461877,Farah London,These ads ran without a disclaimer,≤100,2
177971792541224,CNRS News,These ads ran without a disclaimer,≤100,1
970850066278497,ROSEFIELD,These ads ran without a disclaimer,≤100,8
106358421055079,Peruseme,These ads ran without a disclaimer,≤100,1
417228185065963,The Sense Of Doubt,These ads ran without a disclaimer,≤100,1
1243466255693758,Save Gays,These ads ran without a disclaimer,≤100,1
733744230138480,Istoria Manelelor,These ads ran without a disclaimer,≤100,1
1386027818160320,Intelligenspartiet,These ads ran without a disclaimer,≤100,1
318020541572195,European Pride Organisers Association,These ads ran without a disclaimer,≤100,1
2316848428601074,Women-Liberty,These ads ran without a disclaimer,≤100,1
114724510369903,Bag Of Munny,These ads ran without a disclaimer,≤100,6
323050805255527,Fondacioni Albana,These ads ran without a disclaimer,≤100,2
1974798395982471,AOMR,These ads ran without a disclaimer,≤100,10
2084378461885097,Bombardier Blood,These ads ran without a disclaimer,≤100,3
133858614841011,"Henry, Ethan Olivier Inc",These ads ran without a disclaimer,≤100,1
308848792835401,塔防三國志,These ads ran without a disclaimer,≤100,3
2034988140101939,The big capitalist game,These ads ran without a disclaimer,≤100,6
325913440866307,R-PUR,These ads ran without a disclaimer,≤100,1
850815435110725,Fernando Cervantes,These ads ran without a disclaimer,≤100,5
166186876747896,Nordisk Kulturfond,These ads ran without a disclaimer,≤100,1
104009297841176,Greener Design,These ads ran without a disclaimer,≤100,7
387597328078970,Artform Platform,These ads ran without a disclaimer,≤100,10
154862283808,U.S. Consulate General Munich,These ads ran without a disclaimer,≤100,1
0,Instagram User 9485355356,These ads ran without a disclaimer,≤100,1
109094247543249,organicmeatllc,These ads ran without a disclaimer,≤100,1
153938197978019,Syster P,These ads ran without a disclaimer,≤100,2
424758624768375,Satan Lovers,These ads ran without a disclaimer,≤100,34
106555796065806,Republican Committee of Lancaster County,Republican Committee of Lancaster County,≤100,11
105949387037,John Templeton Foundation,These ads ran without a disclaimer,≤100,1
189306014312,ECLAT Festival / Musik der Jahrhunderte,These ads ran without a disclaimer,≤100,1
179307638762075,BBOXX,These ads ran without a disclaimer,≤100,1
106461464265412,NASH,These ads ran without a disclaimer,≤100,1
168660546509006,SOLS 24/7,These ads ran without a disclaimer,≤100,1
129369451214326,Shine Shirt,These ads ran without a disclaimer,≤100,1
113432337094248,PR Goals,These ads ran without a disclaimer,≤100,1
174698522650077,Coalatree,These ads ran without a disclaimer,≤100,2
1424939337821370,Rachel Wahba Writer,These ads ran without a disclaimer,≤100,1
2412958068767876,Little Factory,These ads ran without a disclaimer,≤100,3
46229476620,Stadium,These ads ran without a disclaimer,≤100,1
108998944121338,Verillium Apparel,These ads ran without a disclaimer,≤100,1
449261535441108,Pablo Sales,These ads ran without a disclaimer,≤100,4
112403747206577,The New Equilibrium,These ads ran without a disclaimer,≤100,1
2064897320495453,OPERA NOVA,These ads ran without a disclaimer,≤100,1
1893102474259813,Shake to Win,These ads ran without a disclaimer,≤100,1
0,Instagram User 8321145287,These ads ran without a disclaimer,≤100,5
398561720230906,Greentech Festival,These ads ran without a disclaimer,≤100,1
104470920943791,Knee Relief Today,These ads ran without a disclaimer,≤100,1
118220611666850,Audioteka.lt,These ads ran without a disclaimer,≤100,1
212000792504954,Tech Crowdfunding Projects,These ads ran without a disclaimer,≤100,1
2256082751338463,Media Awareness,These ads ran without a disclaimer,≤100,10
177826082862008,Mohamed Ali Ahmed,These ads ran without a disclaimer,≤100,2
101382981676600,Heather's Closet,These ads ran without a disclaimer,≤100,4
1245931182164216,Muslim World League,These ads ran without a disclaimer,≤100,1
1260352987396236,Ocean Witness,These ads ran without a disclaimer,≤100,3
102502604843833,zhorzholianiart,These ads ran without a disclaimer,≤100,1
351337222602785,Pay Smartly,These ads ran without a disclaimer,≤100,1
622297334896311,Scottish Life,These ads ran without a disclaimer,≤100,1
1939976486243959,Project Limbus,These ads ran without a disclaimer,≤100,1
100551251358213,Vegori,These ads ran without a disclaimer,≤100,1
107123567996587,Oldgoo-store,These ads ran without a disclaimer,≤100,3
510941475969263,A1Sports,These ads ran without a disclaimer,≤100,1
170616756314388,Iveta Cherneva - Author,These ads ran without a disclaimer,≤100,3
102998654512702,jeronimo.c_,These ads ran without a disclaimer,≤100,4
108507094346448,Fresh Lajme,These ads ran without a disclaimer,≤100,2
105129800908924,Vernia advokatbyrå,These ads ran without a disclaimer,≤100,1
465246374253322,Glamnetic,These ads ran without a disclaimer,≤100,1
319699124736028,RuffStuff Specialties,These ads ran without a disclaimer,≤100,1
100938131721740,Plural Magazine,These ads ran without a disclaimer,≤100,1
109256524011547,Friends of Palestine,These ads ran without a disclaimer,≤100,1
105753827466257,Association for Developing Voluntary Work Novo mesto,These ads ran without a disclaimer,≤100,1
1185628148154491,Cat Heart Tattoo,These ads ran without a disclaimer,≤100,1
103099385000776,Ocean Better,These ads ran without a disclaimer,≤100,10
677713332646131,ForLynx,These ads ran without a disclaimer,≤100,4
386203258891806,Bonny Eyes,These ads ran without a disclaimer,≤100,6
610637186067086,FutureProofing Healthcare,These ads ran without a disclaimer,≤100,1
290805814352519,Aam Aadmi Party,These ads ran without a disclaimer,≤100,1
820904381641628,All For Her,These ads ran without a disclaimer,≤100,1
493650244708646,getsomewarm.club.best,These ads ran without a disclaimer,≤100,2
458333627872037,Sweta Chakraborty,These ads ran without a disclaimer,≤100,1
502234646477866,Pauline Andres,These ads ran without a disclaimer,≤100,1
735242670204719,Flaggship,These ads ran without a disclaimer,≤100,2
857736804325035,美麗日報 Beauties of Life,美麗日報,≤100,5
303798486465804,Flora & Fauna,These ads ran without a disclaimer,≤100,7
103501524482002,ايطاليا - Tv Live,These ads ran without a disclaimer,≤100,1
363289823727790,Lisha Antiqua - Holistic Psychologist,These ads ran without a disclaimer,≤100,1
212284955495610,Elektrikerna,These ads ran without a disclaimer,≤100,1
543415202526268,voestalpine Böhler Welding,These ads ran without a disclaimer,≤100,1
1767886810189145,4IL,These ads ran without a disclaimer,≤100,2
161916260510295,Òmnium Cultural,These ads ran without a disclaimer,≤100,32
104586884700702,"Rena, Jason Lawson Limited",These ads ran without a disclaimer,≤100,1
271311152007,Plan International Suomi,These ads ran without a disclaimer,≤100,1
102836097831574,joesoriero,These ads ran without a disclaimer,≤100,4
150625178472007,Në Kohë,These ads ran without a disclaimer,≤100,1
1277462725611438,Haitz de Diego,These ads ran without a disclaimer,≤100,1
1084277381757746,My Pride Wear,These ads ran without a disclaimer,≤100,2
339631906451772,Lacess,These ads ran without a disclaimer,≤100,1
92572781406,"Gavi, the Vaccine Alliance",These ads ran without a disclaimer,≤100,2
468009339894420,304 Clothing,These ads ran without a disclaimer,≤100,3
727268070772502,Alb'swiss TV,These ads ran without a disclaimer,≤100,1
15403367785,MISCONDUCT,These ads ran without a disclaimer,≤100,2
842626799137590,Texas Senate Republican Caucus,Texas Senate Republican Caucus,≤100,3
109533817308782,Going Green Media,These ads ran without a disclaimer,≤100,1
2397725990507497,PetBoom,These ads ran without a disclaimer,≤100,7
126240814936,Krifa,These ads ran without a disclaimer,≤100,1
267059073366194,KitschMix,These ads ran without a disclaimer,≤100,3
1646424778911073,European Centre for Press and Media Freedom ECPMF,These ads ran without a disclaimer,≤100,1
542309695802789,International Tiger Project,These ads ran without a disclaimer,≤100,1
2121543634600149,Ambassador of Islam,These ads ran without a disclaimer,≤100,3
1322576934586007,Heaventure,These ads ran without a disclaimer,≤100,1
1612726335627171,We the Internet TV,We The Internet TV,≤100,1
1093904810696239,NRS Europe,These ads ran without a disclaimer,≤100,2
110647987228791,Earth4Tomorrow,These ads ran without a disclaimer,≤100,2
144539219059401,Schwarzman Scholars,These ads ran without a disclaimer,≤100,1
333195540645418,Nel Hydrogen,These ads ran without a disclaimer,≤100,1
1175589179176669,Reiki para ti,These ads ran without a disclaimer,≤100,1
106566047360892,10-in-10,These ads ran without a disclaimer,≤100,2
1483437108535863,International Campaign for Tibet Europe,These ads ran without a disclaimer,≤100,1
1087491177963859,EU vs Disinformation,These ads ran without a disclaimer,≤100,1
287190081630750,ModVans,These ads ran without a disclaimer,≤100,3
1359907080818224,Hippos.shop,These ads ran without a disclaimer,≤100,1
1068062209920562,Toulouse Rider's,These ads ran without a disclaimer,≤100,1
134011756615377,monkeyglasses,These ads ran without a disclaimer,≤100,2
902538969762973,Real Women Real Stories,These ads ran without a disclaimer,≤100,1
338633040307065,NyuKyung,These ads ran without a disclaimer,≤100,1
92056987706,Mary Beth West,These ads ran without a disclaimer,≤100,1
474735916064137,NUOC,These ads ran without a disclaimer,≤100,5
101429471956531,100061453803508 1,These ads ran without a disclaimer,≤100,2
234472245021,Manning Publications,These ads ran without a disclaimer,≤100,1
344957588996129,Birth for Humankind,These ads ran without a disclaimer,≤100,11
102493791464694,Young Leaders Digital Programmes,These ads ran without a disclaimer,≤100,1
787756858291317,AOP Tee,These ads ran without a disclaimer,≤100,1
1587313088233587,Ideagen,These ads ran without a disclaimer,≤100,3
395502277694859,The Bellas,These ads ran without a disclaimer,≤100,1
710559475811496,Cenny's atelier,These ads ran without a disclaimer,≤100,2
0,Instagram User 2652299853,These ads ran without a disclaimer,≤100,1
380832441983860,Kikiriki,These ads ran without a disclaimer,≤100,1
853930504670255,European Jewish Association,These ads ran without a disclaimer,≤100,2
594934343975746,360 Recruitment Limited,These ads ran without a disclaimer,≤100,2
202604100465068,Работать врачом в Германии,These ads ran without a disclaimer,≤100,2
128943110510746,Reaktor,These ads ran without a disclaimer,≤100,2
146427938751679,Snerd  ( der originale ),These ads ran without a disclaimer,≤100,1
101115081673161,Home Depot Inc.,These ads ran without a disclaimer,≤100,1
1779902592312016,JNGcape,These ads ran without a disclaimer,≤100,1
401083980677572,Tech Sircle,These ads ran without a disclaimer,≤100,5
2397296913826593,True Liberty Media,These ads ran without a disclaimer,≤100,1
956626384464279,Hampus Torbjörnsson,These ads ran without a disclaimer,≤100,1
322637208119914,TheTruth,These ads ran without a disclaimer,≤100,1
440544503154879,MyDiabetes,These ads ran without a disclaimer,≤100,1
105199211317660,Inner Healing Counseling Services,These ads ran without a disclaimer,≤100,4
1135164399921748,DAN PELLY Public Figure Inspirational Speaker  Suicide Warriors,These ads ran without a disclaimer,≤100,2
105479874623560,Zayed Award For Human Fraternity,These ads ran without a disclaimer,≤100,1
104504934615159,Sydney PAIGE,These ads ran without a disclaimer,≤100,2
103398468787,Saint-Gobain,These ads ran without a disclaimer,≤100,1
295682024246828,Industrial Solar GmbH,These ads ran without a disclaimer,≤100,2
142735966119,Plymouth Housing,Plymouth Housing Group,≤100,2
2229487210627071,Climate Save Italia,These ads ran without a disclaimer,≤100,1
115855611837599,Visible,These ads ran without a disclaimer,≤100,1
1864720143744189,Nurse Stefan,These ads ran without a disclaimer,≤100,2
319084755431291,Wunica,These ads ran without a disclaimer,≤100,5
638896072938730,almentor,These ads ran without a disclaimer,≤100,2
172706529442058,Alpencamping Mark,These ads ran without a disclaimer,≤100,1
132070031706966,"Dale, Rosalie Hayes Corp",These ads ran without a disclaimer,≤100,1
507304646037633,សហភាពសហព័ន្ធយុវជនកម្ពុជា ស្រុករតនមណ្ឌល ខេត្តបាត់ដំបង,These ads ran without a disclaimer,≤100,1
112984163572712,Zamen Plus زەمەن پڵەس,These ads ran without a disclaimer,≤100,1
876353712450553,Souriyativideos,These ads ran without a disclaimer,≤100,1
0,Instagram User 7846246396,These ads ran without a disclaimer,≤100,1
317596612338297,^Toniah^,These ads ran without a disclaimer,≤100,1
112413612104443,thisisFINLAND - things you should and shouldn't know - This is Finland,These ads ran without a disclaimer,≤100,4
102037277849129,Straw Shippers,These ads ran without a disclaimer,≤100,4
1516888728566871,Just an Army,These ads ran without a disclaimer,≤100,1
415722111918871,TerraProject,These ads ran without a disclaimer,≤100,1
1235472549877732,Coliro,These ads ran without a disclaimer,≤100,2
112690617263357,株式会社林原 食品素材,These ads ran without a disclaimer,≤100,4
445573092214004,Nutrilean Healthy Living,These ads ran without a disclaimer,≤100,5
448529631852590,MUNIC EYE WEAR,These ads ran without a disclaimer,≤100,2
441703342896364,The Upright Project,These ads ran without a disclaimer,≤100,3
310333266272908,Evidence-Based Psychotherapy with Gender and Sexual Minorities,These ads ran without a disclaimer,≤100,1
1063783130497133,Crazy 4 Fashion,These ads ran without a disclaimer,≤100,5
1105053809588450,Luca Farinotti,These ads ran without a disclaimer,≤100,1
161095810581910,China Daily Hong Kong,These ads ran without a disclaimer,≤100,1
382170295326783,Riddle,These ads ran without a disclaimer,≤100,3
476543399556792,Stickers Factory,These ads ran without a disclaimer,≤100,1
1591078677572315,International Politics and Society,These ads ran without a disclaimer,≤100,15
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
169820440552379,HP Large Format Media,These ads ran without a disclaimer,≤100,1
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100,1
180394169399069,Pinshasa,These ads ran without a disclaimer,≤100,1
102696207740327,USA TEES,These ads ran without a disclaimer,≤100,1
388655174641163,Free Quran Education,These ads ran without a disclaimer,≤100,1
107927507528464,سوريون لاجل الحرية,These ads ran without a disclaimer,≤100,1
340393855322,Van Taylor,Van Taylor Campaign,≤100,3
856023237895483,Café Ricardo,These ads ran without a disclaimer,≤100,1
1609533162691117,Council of Europe Publications,These ads ran without a disclaimer,≤100,1
111522777353376,Hotrotato new,These ads ran without a disclaimer,≤100,1
279280712669378,Alianța Anticorupție din România,These ads ran without a disclaimer,≤100,4
1007951685928848,Real Vision,These ads ran without a disclaimer,≤100,4
102129331142793,Rooa-1,These ads ran without a disclaimer,≤100,1
105254294901892,Inspiration,These ads ran without a disclaimer,≤100,8
540998512701683,Social FinTelegram,These ads ran without a disclaimer,≤100,1
436385450502740,Smile Younited,These ads ran without a disclaimer,≤100,3
107919634155176,Jeansame,These ads ran without a disclaimer,≤100,1
824864291041344,Marcel Braun,These ads ran without a disclaimer,≤100,1
39989884514,Queen's University Belfast,These ads ran without a disclaimer,≤100,3
357958385679,Cornell Alumni Association,These ads ran without a disclaimer,≤100,8
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,1
107276177295294,camillejulieromano,These ads ran without a disclaimer,≤100,4
0,Instagram User 7004256092,These ads ran without a disclaimer,≤100,2
215158678540954,AJC Transatlantic Institute,These ads ran without a disclaimer,≤100,2
108070717265706,Organix Wraps,These ads ran without a disclaimer,≤100,11
119062442059412,ASSI SO LA,These ads ran without a disclaimer,≤100,1
551910338666108,Tomo,These ads ran without a disclaimer,≤100,12
1797588167216666,You're going to be okay,These ads ran without a disclaimer,≤100,3
103998247853599,experimenter_art,These ads ran without a disclaimer,≤100,1
105509607782164,回家路2020 - The Return MainLand 2020,These ads ran without a disclaimer,≤100,1
1165747080106544,Muna Duzdar,These ads ran without a disclaimer,≤100,2
397480990659846,TreeHouse Supply,These ads ran without a disclaimer,≤100,3
13649914583,Equality Now,These ads ran without a disclaimer,≤100,2
57660337835,FIU Business,These ads ran without a disclaimer,≤100,1
845706509119067,This Is How I Spend Smart,These ads ran without a disclaimer,≤100,1
174054259877444,Family Island,These ads ran without a disclaimer,≤100,1
1777440582580579,مهاجر نيوز - InfoMigrants Arabic,These ads ran without a disclaimer,≤100,2
103776854409588,New Faith Network,These ads ran without a disclaimer,≤100,4
385610061516875,Rentals United,These ads ran without a disclaimer,≤100,1
107028671256555,Uniqeasy-Sale,These ads ran without a disclaimer,≤100,1
274642345927716,Shadow Fight 2 & 3,These ads ran without a disclaimer,≤100,1
182495751908156,Dj-Samaka,These ads ran without a disclaimer,≤100,1
378378255568881,Prizeo,These ads ran without a disclaimer,≤100,6
116374041727027,A New Leaf,A New Leaf,≤100,3
221328307911831,Rev.Payshence Spiritual Ministry,These ads ran without a disclaimer,≤100,1
121307931254043,Econlib,These ads ran without a disclaimer,≤100,1
235814807179369,Hair Transplant Turkey - Dr.Erkam Caymaz,These ads ran without a disclaimer,≤100,1
106654897417308,Higo-Shop,These ads ran without a disclaimer,≤100,2
2202177140098501,Tamerlin Godley for City Council,Godley for City Council 2020,≤100,3
988424297987100,Ambassador Partnership,These ads ran without a disclaimer,≤100,1
117138560088689,Lavender&Lilacs,These ads ran without a disclaimer,≤100,2
120264321350387,Ms. Rashmi Aiyappa,These ads ran without a disclaimer,≤100,1
1331461700293350,packiteco,These ads ran without a disclaimer,≤100,2
0,Instagram User 5377614567,These ads ran without a disclaimer,≤100,2
113438630008310,Tina Margelo South Australian Visual Artist,These ads ran without a disclaimer,≤100,1
0,Instagram User 6317508852,These ads ran without a disclaimer,≤100,1
213792049451918,Stand For America,Stand For America,≤100,2
106839010706823,Stretch-N-Seals,These ads ran without a disclaimer,≤100,3
1775940662733806,Motor Junkie,These ads ran without a disclaimer,≤100,1
410164636218216,YELOPINKO,These ads ran without a disclaimer,≤100,1
287747958729614,Väsbyalliansen,Hanna Edwards,≤100,1
245416135560300,Human Rights Tattoo,These ads ran without a disclaimer,≤100,1
112657860459725,Ecohandla,These ads ran without a disclaimer,≤100,1
1774299336122264,Markus Neukom,These ads ran without a disclaimer,≤100,1
2340283249583578,Spread Hope,These ads ran without a disclaimer,≤100,1
1510251632381970,Сердца Поколений - Сеть частных пансионатов для пожилых людей,These ads ran without a disclaimer,≤100,1
242055692900178,Plastikphoto,These ads ran without a disclaimer,≤100,1
565338740631849,European Technology Chamber,These ads ran without a disclaimer,≤100,1
1746422122040777,Innovated Space,These ads ran without a disclaimer,≤100,6
116557798222,Miles McPherson,These ads ran without a disclaimer,≤100,4
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,8
112662450504953,Microsoft Corporation,These ads ran without a disclaimer,≤100,1
340074242782086,DYLN,These ads ran without a disclaimer,≤100,1
1580540041983231,Karoline Edtstadler,These ads ran without a disclaimer,≤100,2
169944993550666,Luwezi Kinshasa,These ads ran without a disclaimer,≤100,1
100432811741109,Leggett & Platt Inc.,These ads ran without a disclaimer,≤100,1
1723630487739362,Future light,These ads ran without a disclaimer,≤100,1
332476724335,Retap,These ads ran without a disclaimer,≤100,6
112549562148158,European Union Naval Force Somalia - Newsfeed,These ads ran without a disclaimer,≤100,1
550502291994024,Richard Campion Photography,These ads ran without a disclaimer,≤100,2
259685668305729,Her Dream House,These ads ran without a disclaimer,≤100,4
1769005416755281,Learn Spanish in Mexico City,These ads ran without a disclaimer,≤100,1
1791731057713671,Laliway Israel,These ads ran without a disclaimer,≤100,1
203089120271336,Mariana Stanescu antreprenor,These ads ran without a disclaimer,≤100,2
628896953985470,Ryan Hickman,These ads ran without a disclaimer,≤100,2
386679821916756,Zohra Apparel,These ads ran without a disclaimer,≤100,1
109415967228066,Oneplanetearth2020,These ads ran without a disclaimer,≤100,1
102372121455472,Melyah,These ads ran without a disclaimer,≤100,1
384261472050276,Rebuar bangina- ڕێبـــــوار بــەنگینـــــە,These ads ran without a disclaimer,≤100,2
106349407748983,AussenseiterDesignz,These ads ran without a disclaimer,≤100,1
267979246961885,Newired,These ads ran without a disclaimer,≤100,1
7504006361,JibJab,These ads ran without a disclaimer,≤100,4
101228158260776,Xengeez.cn,These ads ran without a disclaimer,≤100,22
395946737156161,iPanda,These ads ran without a disclaimer,≤100,1
292577868247023,Анна Фунтикова,These ads ran without a disclaimer,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,1
107134894300955,Property For Turkey,These ads ran without a disclaimer,≤100,1
1127156827299090,ICA Supermarket Linero Torg,These ads ran without a disclaimer,≤100,1
106429524792923,Easy reading,These ads ran without a disclaimer,≤100,1
18983389920,Open Society Foundations,These ads ran without a disclaimer,≤100,4
102326361257084,SunPower Global,These ads ran without a disclaimer,≤100,3
1084372461606422,Raimond Kaljulaid,These ads ran without a disclaimer,≤100,1
114209276624644,dcofficial06,These ads ran without a disclaimer,≤100,2
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,10
100479585115959,"Shawn, Etta Jackson Inc",These ads ran without a disclaimer,≤100,1
109460255774283,"Soi Dog Foundation Schweiz, Deutschland, Österreich",These ads ran without a disclaimer,≤100,1
941043912901770,Evolved Charge,These ads ran without a disclaimer,≤100,4
1754956431459064,The Intercept Brasil,These ads ran without a disclaimer,≤100,1
401601560386676,Kanku,These ads ran without a disclaimer,≤100,1
100765051589931,volleyball,These ads ran without a disclaimer,≤100,1
191332224247644,BioPak,These ads ran without a disclaimer,≤100,1
102074934574284,Institute for global threats and democracies studies,These ads ran without a disclaimer,≤100,1
107441240637023,Dampaì Warsaw,These ads ran without a disclaimer,≤100,1
2920260511349241,Natursphere,These ads ran without a disclaimer,≤100,5
301864619826688,Liberal Democrats in Europe,These ads ran without a disclaimer,≤100,1
106320514478199,Aon Corporation,These ads ran without a disclaimer,≤100,1
263483376051,Napalm Records,These ads ran without a disclaimer,≤100,1
151732205690369,Fine Piercing Jewelry by Lena Cohen,These ads ran without a disclaimer,≤100,2
825221930853842,Union for Secular Republic and Human Rights in Iran,These ads ran without a disclaimer,≤100,2
