Page ID,Page Name,Disclaimer,Amount Spent (PLN),Number of Ads in Library
1294817317201792,Dariusz Kacprzak - Zastępca Burmistrza Dzielnicy Praga-Północ,Darek Kacprzak,550,6
940163139408920,Biuro poselskie Piotra Misiło,Piotr Misiło,550,2
107570797776922,Portal Parentingowy,These ads ran without a disclaimer,549,2
104913808218918,Łukasz Łabuda Radca Prawny,Łukasz Łabuda,549,3
929450213923371,Albert Zieliński- Radny Rady Miejskiej w Oławie,Albert Tomasz Zielinski,549,19
2025169264443553,Klub Radnych PiS - Szczecin,These ads ran without a disclaimer,549,3
110843517048432,DEVIL CLUB Tokary,Damian Krzysztof Juszczak,548,3
110390347762170,Referendum o losy "Pralni",Krzysztof Kot,548,5
306267676238615,Daniel Palimąka- Radny Powiatu Nyskiego,These ads ran without a disclaimer,548,7
231889830594108,AGRO Fundusz,These ads ran without a disclaimer,547,1
102085838303697,Pravniq.pl,These ads ran without a disclaimer,546,2
2116807485000402,Grzegorz Mentel - Twój Radny Rady Miasta Sosnowiec,These ads ran without a disclaimer,546,24
576860572987592,Fundacja Pamięci Narodów,Paweł Jaworski,545,5
1025086447521656,Hanna Gill-Piątek,KW Wiosna Roberta Biedronia,545,9
321924578242301,TAX Medica Księgowość Dla Lekarzy,TAX Medica s.c.,544,3
106542534243171,Fundacja Eko-Źródła,Witold Kubiak,544,37
248343181873113,Stanisław Kogut,KWW Stanisława Koguta,543,2
943327422418463,Sklepnadruki,These ads ran without a disclaimer,543,2
572249949543841,Jerzy Leszczyński Radny Sejmiku Województwa Podlaskiego,Materiał jest finansowany przez Komitet Wyborczy PSL,542,2
129626970836,inFakt,These ads ran without a disclaimer,541,16
102087510135950,Bogdan Klich,Bogdan Adam Klich,540,28
976303465726527,Sebastian Pieńkowski Wiceprzewodniczący Rady Miasta Gorzowa Wielkopolskiego,KW Prawo i Sprawiedliwość,540,15
1532161687102689,Podatki dla marynarza,Grzegorz Ryszard Gębka,540,6
100897909953615,BMW Polska,These ads ran without a disclaimer,539,1
1437894069789397,KORWiN - Poznań,Krzysztof Rogoziński,539,10
106313677701551,Wiesław Olender,Joanna Dominika Leśniak,539,33
108287273985135,Jolanta Duda - Moja Prezydent,These ads ran without a disclaimer,538,22
1867334693363475,Maciej Wituski,KKW Koalicja Obywatelska PO .N IPL Zieloni,538,4
291152085051247,Purina Polska,These ads ran without a disclaimer,538,1
105629772798008,Kraków PL,These ads ran without a disclaimer,537,3
2025883781029948,TOTALbet,These ads ran without a disclaimer,537,9
2033412236948783,Osiedle Platanowe Exedom.pl Deweloper,These ads ran without a disclaimer,537,1
481447125226247,Monika Wielichowska,These ads ran without a disclaimer,537,14
106160957393431,Teo Łagowska strona,KW Sojusz Lewicy Demokratyczne,536,5
114790301907953,Jarosław Gowin,Natalia Joanna Rajtar,536,6
106974764514916,Elpartners - Dotacje Unijne,Piotr Wanicki,536,10
167106813398123,Michał Kochanowski,Michał Kochanowski,535,33
308638646334599,Kamil Kalinka,These ads ran without a disclaimer,535,4
106881757696255,Kujawsko-Pomorski Akcelerator Startu Zawodowego,These ads ran without a disclaimer,535,3
694992860592078,Krzysztof Ciecióra,Wicewojewoda Krzysztof Ciecióra,535,22
2195580437129195,999,Ola Bladosz,535,6
2082526612009605,O polityce,Kamil Regliński,534,32
130727956973250,Anna Krupka,These ads ran without a disclaimer,534,8
515725191889934,Zmieniamy Łódzkie,Zmieniamy Łódzkie,533,19
1414703345491996,Zbigniew Konwiński,Zbigniew Konwiński,532,23
795085604199707,Sylwester Jankowski - Partia Zieloni,KKW Koalicja Europejska PO PSL SLD .N Zieloni,532,1
399188573480541,Fundacja eF kropka,These ads ran without a disclaimer,531,1
388121531771974,Enexon,Enexon,531,9
512326769238318,Urszula Koszutska - radna śląskiego sejmiku wojewódzkiego,Urszula Magdalena Koszutska,531,19
1333777953344990,Kamil Kłosowski - Radny Rady Miejskiej Gminy Krzeszowice,Kamil Karol Kłosowski,530,40
1023883097706293,Remigiusz Pajor-Kubicki,Remigiusz Pajor-Kubicki,530,26
930978763646427,Stanisław Tyszka - Kukiz'15,These ads ran without a disclaimer,529,4
160448137456508,Głuchy Strzał,These ads ran without a disclaimer,529,10
2290001104351190,Tomasz Papaj,Tomasz Papaj,529,11
111098034029238,"Myra, Cameron van der Kroon Co",These ads ran without a disclaimer,529,1
215517215889093,Gantz,Przemysław Jankowiak,529,16
546477339126145,Gabriela Morawska-Stanecka,Biuro Senatorskie Gabriela Morawska-Stanecka,529,18
1700907393519574,Mirosław Pampuch,KKW Koalicja Obywatelska PO .N iPL Zieloni,528,5
607930102636211,Sławomir Piechota Poseł na Sejm RP,KKW Koalicja Obywatelska PO .N iPL Zieloni,528,4
1460273400923270,Paweł Rychlik - Poseł na Sejm RP,These ads ran without a disclaimer,528,15
100162514970722,Zamaskowani #stopcovid,These ads ran without a disclaimer,527,1
371285982963317,Waldy Dzikowski,These ads ran without a disclaimer,526,5
715709571810339,Milanówek Miasto dla Mieszkańców,Milanówek - Miasto dla Mieszkańców,526,9
102261041641612,Dr. Sidi S. Koné,These ads ran without a disclaimer,525,4
365807343599896,Maciej Kopeć,Patryk Piotr Srokowski,525,26
1851986395025715,Michał Braun Radny Miasta Kielce,Michal Braun,525,8
106532994435899,Zaprawieni - Kancelaria Prawno-Podatkowa,These ads ran without a disclaimer,524,6
748256688577511,ADRIA ART,These ads ran without a disclaimer,523,1
0,Marketplace Seller 6783924775,These ads ran without a disclaimer,520,17
2092045487710402,Marek Wesoły - Poseł na Sejm RP,Krzysztof Ryszard Zioło,520,3
1122950097785888,BezPrzepłacania.pl,These ads ran without a disclaimer,520,1
309222192511531,Centrum Handlowe Galeria Gniezno,These ads ran without a disclaimer,519,1
1637210543157734,Michał Stasiński,KKW Koalicja Obywatelska PO .N iPL Zieloni,517,14
765775746847652,Damian Sławski - Wójt Gminy Miedziana Góra,These ads ran without a disclaimer,516,11
101658131522575,Ochronne Maseczki,Nikol Małgorzata Joniec,515,13
896546617031369,Artur Bohdanowicz,KWW Artura Bohdanowicza,515,3
117626114951734,Fair Trade 100% - Polskie Stowarzyszenie Sprawiedliwego Handlu,Tadeusz Marek Makulski,515,15
114616946601793,W klimacie zmian,Jan Górecki,515,3
100222868003114,Trójmorze,Trójmorze,514,17
163569713685653,Piotr Cieśliński - Polityk,Platforma Obywatelska,514,11
686125628235251,Szkolenia dofinansowane,These ads ran without a disclaimer,513,3
105308124893109,Free to Choose,Free to Choice Sp. z o.o. Sp. k.,512,5
320989808200,Kurier Lubelski,Kurier Lubelski,510,34
499646073441042,Jacek Wilk,Kancelaria Adwokacka Jacek Wilk,510,4
380133332829228,Monika Falej - Posłanka RP,KW Wiosna Roberta Biedronia,510,3
204406706260802,Grażyna Anna Sztark Senator RP,KWW Grażyna Anna SZTARK,509,7
251031675591474,Dorota Zmarzlak - wójt gminy Izabelin,These ads ran without a disclaimer,509,15
1863743663893316,Fundusz Obywatelski,These ads ran without a disclaimer,509,4
240292752691502,Rozwój Kraju,These ads ran without a disclaimer,509,4
265781023507354,Facebook London,These ads ran without a disclaimer,509,3
1450894811808202,Sandra Mika,These ads ran without a disclaimer,508,8
449078521776479,Warmia i Mazury - moje miejsce,These ads ran without a disclaimer,508,8
382480678964431,Mariusz Gierus - Radny Rady Miejskiej Jeleniej Góry,Mariusz Karol Gierus,508,10
1704799239844675,Studio Masażu i Fizjoterapii,Bożena Barbara Bartela-Citak,507,16
338808093307915,Ekombud,Ekombud,507,23
1429158077312909,Łukasz Sęk Radny Miasta Krakowa,These ads ran without a disclaimer,506,10
114962423214721,Wiesław Pietruczuk,Kamil Paweł Sobkowiak,505,8
892420374170776,Bożena Borys-Szopa,Komitet Wyborczy Prawo i Sprawiedliwość,504,1
1641410532770243,Dr Cichobieg,These ads ran without a disclaimer,503,1
218378709496305,NoweMedium,MorrisMarlowe sp. z o. o.,503,10
108072144154309,Sebastian Łukaszewicz,Sebastian Łukaszewicz,503,3
112757003414009,"Czesław Kwaśniak - Konfederacja, okręg tarnowski",Maciek Stepek,503,9
143057625724466,Platforma Obywatelska Pomorze - Koalicja Obywatelska,Platforma Obywatelska RP,502,2
342822173134163,Sylwia Lacek - Radna Dzielnicy Bielany m.st. Warszawy,These ads ran without a disclaimer,502,20
646023279356082,Wioletta Mechocka - kandydat na wójta gminy Baranów,KWW Wspólne Jutro,502,13
258387651016214,Projektowanie Sylwetki,Łukasz Mieszczanin,501,2
132616256797101,Teatr Old Timers Garage,These ads ran without a disclaimer,501,3
1640279842924367,Tomasz Piotr Nowak,Bartosz Małaczek,501,7
103003108157432,Halliburton Co.,These ads ran without a disclaimer,501,1
572441002909311,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Toruniu,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Toruniu,501,14
421381707941799,Roland Gazeta Środa Śląska Powiat Średzki,Roland Gazeta Środa Śląska Powiat Średzki,501,34
1180793058762077,Sinceramente - Reflexiones,These ads ran without a disclaimer,501,1
796351410407547,Prof. Jan Tadeusz Duda,KW Prawo i Sprawiedliwość,501,1
108279390553008,Krzysztof Bojarski,KKW Koalicja Obywatelska PO .N iPL Zieloni,500,1
1438388903074487,Ryszard Bonisławski - Moja Łódź,These ads ran without a disclaimer,500,3
178179585550787,Wydawnictwo Albatros,These ads ran without a disclaimer,500,1
2329294190674046,Monika Drubkowska - Lewica  Gorzów Wlkp.,KW Sojusz Lewicy Demokratycznej,500,1
161564063865950,Radio WAWA,Radio WAWA,500,3
1750578684990077,TELKOMP.info - sklep komputerowy w Zawierciu,Tomasz Błażej Możdżeń,500,1
625900507551801,Razem Podlaskie,"KKW Lewica Razem - Razem, Unia Pracy, RSS",500,2
106675667593855,Konfederacja Małopolska,Patryk Mierzwa,500,5
377705509598516,Marzenna Drab - Polityk,Komitet Wyborczy Prawo i Sprawiedliwość,500,6
1456419558019160,Małgorzata Wassermann,KW Prawo i Sprawiedliwość,500,1
373646707187,Fundacja Urszuli Jaworskiej,Fundacja Urszuli Jaworskiej,500,4
1724955131120888,MY GURU,These ads ran without a disclaimer,500,7
665812133612810,detektywi.net,These ads ran without a disclaimer,500,1
1422540461342668,Orioniści - Prowincja Polska,These ads ran without a disclaimer,500,1
111188807365887,Prolex - dotacje unijne dla firm,Dariusz Zając,500,1
260985984776592,Stowarzyszenie Nasz Park,Stowarzyszenie Nasz Park,500,2
2538700909475355,Jakub Pyżanowski,KW Prawo i Sprawiedliwość,500,2
275640063103698,Peugeot Euro Kas,These ads ran without a disclaimer,500,1
1547962238842009,Kancelaria Prawna Stawicka Zych,These ads ran without a disclaimer,500,1
161654751119511,Goodgifts,These ads ran without a disclaimer,500,1
496406587069155,Spotted: Białystok,Marcin Prokopiuk,500,3
2369809159918119,Klub Młodego Odkrywcy,Centrum Nauki Kopernik,500,1
361620427813301,Elżbieta Długołęcka,KW Wiosna Roberta Biedronia,500,3
942132265820280,Krzysztof Tuduj - Poseł na Sejm RP,These ads ran without a disclaimer,500,1
104986434217948,Magdalena Madzia,KW Sojusz Lewicy Demokratycznej,500,3
102638134457547,Magdalena Łośko - Poseł na Sejm RP,KKW Koalicja Obywatelska PO .N iPL Zieloni,500,3
416815168448224,Biuro Turystyczne Horyzont,These ads ran without a disclaimer,500,1
101510405069226,Woonerf na Stefanowskiego,Agnieszka Stępniak,500,1
107579027802003,Punkt X,Ernest Wencel,500,1
297399737777,Dziennik Bałtycki,Dziennik Bałtycki,500,35
1600628876888594,Square Concept,These ads ran without a disclaimer,500,2
634990749847587,Food Forum,These ads ran without a disclaimer,500,1
114882730211789,The Blue Oyster,The Blue Oyster,500,1
1229237150490912,URSA Polska,These ads ran without a disclaimer,500,1
1694481254132708,Prawo i Sprawiedliwość - Szczecinek,Komitet Wyborczy Prawo i Sprawiedliwość,500,2
103472751187460,Fotowoltaika dla Ciebie,These ads ran without a disclaimer,500,3
2709882549051695,Fundacja im.Józefa Brody,These ads ran without a disclaimer,500,2
102732371098256,Tomasz Śmietanka,KKW Koalicja Obywatelska PO .N IPL Zieloni,500,1
117286081635950,"Dr hab. Marek Migalski, pisarz, naukowiec, publicysta, reduktarianin",KKW Koalicja Obywatelska PO .N iPL Zieloni,500,1
315318623341,Stowarzyszenie "Nasz Bocian",Stowarzyszenie "Nasz Bocian",500,2
242627919817965,Pomagamy MARYI,These ads ran without a disclaimer,500,1
220169844678394,Hotel  Solar Medical SPA,These ads ran without a disclaimer,500,1
126221077483593,Teatr Powszechny,Teatr Powszechny,500,1
376597367457,Citi Handlowy,These ads ran without a disclaimer,500,1
1814538581910749,Michal Jurek,KKW Koalicja Obywatelska PO .N IPL Zieloni,499,1
711094258964943,Dawid Kamiński - Radny Rady Miasta Katowice,Dawid Kamiński,499,10
940163139408920,Biuro poselskie Piotra Misiło,These ads ran without a disclaimer,499,2
409786973169158,Tru Earth,These ads ran without a disclaimer,498,11
125582110819552,trzymsie.pl,These ads ran without a disclaimer,498,5
1690519620988530,Mariola Kurczyńska - doradca rodzicielski,These ads ran without a disclaimer,497,11
306577192739020,4liberty.eu,These ads ran without a disclaimer,497,1
1689193481306475,Filip Pelc,KW Sojusz Lewicy Demokratycznej,497,3
121063225238567,Krzysztof Mróz - Senator RP,These ads ran without a disclaimer,497,18
788970791454543,Wolni-Niewolni - kampania przeciwko handlowi ludźmi w Afryce,These ads ran without a disclaimer,497,4
461721447226744,Solum Service,Marek Piotr Zwoliński,497,5
220648714626938,Wyższa Szkoła Społeczno-Przyrodnicza im. W. Pola w Lublinie - WSSP,These ads ran without a disclaimer,496,2
113364130366785,PGNiG Grupa Kapitałowa,These ads ran without a disclaimer,494,4
1489412304692570,Senator RP Maria Koc,These ads ran without a disclaimer,493,6
814792898535343,Selfie Store,These ads ran without a disclaimer,493,7
240966039259839,Slush,These ads ran without a disclaimer,493,183
106708966025605,Wydawnictwo W.A.B.,These ads ran without a disclaimer,492,4
311812695691857,Barbara Zalewska - radna gminy Łubianka,KKW Koalicja Obywatelska PO .N IPL Zieloni,491,11
105694944167288,Coban Legal Law Office,These ads ran without a disclaimer,490,4
420679625402858,Przemysław Majewicz,KW Sojusz Lewicy Demokratycznej,490,102
598266923948371,YogaLaboratorium,Piotr Urbaniak,490,20
763763693663199,Jarosław Szostakowski,These ads ran without a disclaimer,488,8
102594921124678,Krystyna Łuczycka kandydatka do Sejmu Rzeczpospolitej Polskiej,KKW Koalicja Obywatelska Platforma .N IPL Zieloni,488,4
1508163162762486,GRUNDIG,These ads ran without a disclaimer,487,15
1498156940497116,Jacek Pawlik,Komitet Wyborczy Prawo i Sprawiedliwość,486,5
1477251852486946,Kosma Złotowski,Grupa Europejskich Konserwatystów i Reformatorów,486,5
105069984935652,Zachowajmy piękno Polski,Fundacja GCCM Polska - Światowy Ruch Katolików na rzecz Środowiska\t,486,1
136832079670438,Jacek Saryusz-Wolski,These ads ran without a disclaimer,486,2
338109312883186,China Xinhua News,These ads ran without a disclaimer,486,45
110278920599380,Lex_KMG_PL,Paweł Mateusz Drozd,486,13
575392982931886,Aquayo,These ads ran without a disclaimer,485,6
215773258443219,3MMRacing,3MMRacing,485,4
1935398849860973,Paweł Bujak,Paweł Marek Bujak,484,20
278558672232282,Wydawnictwo DeReggio,These ads ran without a disclaimer,483,3
172287049543925,Artur Mazur - Partia Zieloni,These ads ran without a disclaimer,483,11
1620047454880115,Archeologia Live & Online,Wacław Kulczykowski,483,1
100332468010980,Elżbieta Płonka,Elżbieta Teresa Płonka,483,4
880134425337750,WKsklep.pl,These ads ran without a disclaimer,483,9
113934296676189,Andrzej Pilot,Komitet Wyborczy Polskie Stronnictwo Ludowe,483,16
102750611455317,Wojciech Pietraszkiewicz,Wojtek Pietraszkiewicz,482,5
2060487597521785,Łódzka Arka Demokracji,Fundacja Łódzka Arka Demokracji,482,9
1477251852486946,Kosma Złotowski,Kosma Złotowski,481,9
1662407370712622,Michał Kaźmierczak,These ads ran without a disclaimer,481,2
525082210994256,Dantex Warszawa,Michał Koper,480,5
751666811563493,Leader School Poznań Winogrady,Jakub Kasperczak,479,7
361610453870451,Modernizacja Roku & Budowa XXI w.,Modernizacja Roku & Budowa XXI w.,478,8
250926873365,Komisja Europejska w Polsce,These ads ran without a disclaimer,478,3
710097582752474,Teach for Poland,Katarzyna Nabrdalik,478,21
567734156995724,Monika Włusek,These ads ran without a disclaimer,477,5
1916152138470873,Izabela Sadyś - Kandydatka do Sejmu - lista Koalicji Obywatelskiej,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N IPL Zieloni,477,8
391230480943892,Filcomp.pl,Paweł Seweryn Pietrusiak,475,15
391953457509993,Dariusz Piontkowski,These ads ran without a disclaimer,475,2
245003373032217,Daniel Ryjewski - zielona polityka,KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI,475,4
104550594482553,Czas Finansów,These ads ran without a disclaimer,474,13
1485201818405979,Dorota Tobiszowska - Senator RP,Biuro Senator RP Dorota Tobiszowska,474,15
1468503986781459,Warsaw Institute,Warsaw Institute,474,16
674268859434688,Biznes po Kaszubsku,Grzegorz Gosk,473,11
107216123986535,Bogdan Tomaszek,KW Prawo i Sprawiedliwość,473,8
103954990981609,Robert Węgrzyn Radny Województwa Opolskiego,KKW Koalicja Obywatelska PO .N iPL Zieloni,473,5
1423074697986342,NZOZ OKO - TEST,NZOZ OKO-TEST,472,4
1558728361068038,Paweł Szyszlak Radny Rady Miasta Białogard,These ads ran without a disclaimer,472,11
104045089645712,Tomasz "Gorilla" Drwal,These ads ran without a disclaimer,471,1
2194680827457641,AgS Podatki i Księgowość,Agnieszka Anna Siemieniec,471,30
525828247919716,Most Consulting Iwona Traliszewska,Włodzimierz Sosnowski,471,12
163781130878287,kartapobytu.net,Grzegorz Piotr Polański,470,3
664122587050787,PRUŚ Sylwester Zbigniew,These ads ran without a disclaimer,470,14
95661128574,Radio ESKA,Radio ESKA,470,1
181337785333656,Habitat for Humanity Poland,These ads ran without a disclaimer,469,2
133335896696757,Centrum Promocji Informatyki - Szkolenia i Konferencje,Marta Komorowska,467,8
912564072428763,Wszechnica Edukacyjna,Wszechnica Edukacyjna,467,1
108014354070508,F.Q. Finances,These ads ran without a disclaimer,467,2
